Commodity,year,sum(value)
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2010,8.24
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2011,12.17
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2012,9.86
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2013,14.53
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2014,22.55
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2015,29.88
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2016,37.57
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2017,36.82
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2018,50.25
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2010,4177.28
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2011,5163.75
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2012,4932.31
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2013,4475.6
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2014,4861.56
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2015,5077.65
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2016,4719.15
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2017,5844.85
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2018,6159.38
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2010,139.15
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2011,164.85
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2012,181.57
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2013,190.47
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2014,242.24
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2015,299.17
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2016,295.03
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2017,328.21
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2018,361.23
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2010,1701.43
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2011,2558.71
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2012,2707.63
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2013,2657.53
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2014,2624.86
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2015,2513.61
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2016,1997.91
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2017,2378.2
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2018,2230.29
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2010,359.78
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2011,448.61
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2012,388.96
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2013,377.45
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2014,401.05
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2015,532.05
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2016,324.01
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2017,345.06
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2018,384.12
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2010,35.26
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2011,67.45
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2012,29.1
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2013,40.34
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2014,61.53
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2015,122.71
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2016,172.75
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2017,233.6
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2018,95.02
ZINC AND ARTICLES THEREOF.,2010,248.07
ZINC AND ARTICLES THEREOF.,2011,287.07
ZINC AND ARTICLES THEREOF.,2012,323.77
ZINC AND ARTICLES THEREOF.,2013,289.64
ZINC AND ARTICLES THEREOF.,2014,560.44
ZINC AND ARTICLES THEREOF.,2015,509.25
ZINC AND ARTICLES THEREOF.,2016,701.63
ZINC AND ARTICLES THEREOF.,2017,827.29
ZINC AND ARTICLES THEREOF.,2018,810.08
